data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,citation_event_source,PubCitationStr
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.4236/jwarp.2019.114025,journal-article,The Protective Role of a Riparian Vegetation to the Sources of a Rural Watershed,"['Fernando Frachone Neves', 'André Luiz Oliveira', 'Aurélio Teodoro Fontes']",Scholix,"Neves, F. F., Fontes, A. T., & Oliveira, A. L. (2019). The Protective Role of a Riparian Vegetation to the Sources of a Rural Watershed. Journal of Water Resource and Protection, 11(04), 419â433. https://doi.org/10.4236/jwarp.2019.114025
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.17714/gumusfenbil.1101110,journal-article,Numerical analysis of the effect of the evaporator inlet-outlet position on the PV-T performance,['Ridvan YAKUT'],Scholix,"YAKUT, R. (2022). Numerical analysis of the effect of the evaporator inlet-outlet position on the PV-T performance. GÃ¼mÃ¼Åhane Ãniversitesi Fen Bilimleri EnstitÃ¼sÃ¼ Dergisi. https://doi.org/10.17714/gumusfenbil.1101110
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.1016/j.ecolind.2016.01.060,journal-article,"Providing information on environmental change: data management, discovery and access in the UK Environmental Change Network Data Centre",['S. Rennie'],Scholix,"Rennie, S. C. (2016). Providing information on environmental change: Data management, discovery and access in the UK Environmental Change Network Data Centre. Ecological Indicators, 68, 13â20. https://doi.org/10.1016/j.ecolind.2016.01.060
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.1002/sta4.455,journal-article,Improving image classification robustness using self‐supervision,"['Ladyna Wittscher', 'Jan Diers', 'Christian Pigorsch']",Scholix,"Wittscher, L., Diers, J., & Pigorsch, C. (2022). Improving image classification robustness using selfâsupervision. Stat, 11(1). Portico. https://doi.org/10.1002/sta4.455
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.46937/20202241222,journal-article,Strategi Komunikasi Pembangunan dalam Difusi Teknologi Pengolahan Limbah Air (Studi Kasus IPAL Dusun Giriharja dan Biotoilet SDN Babakan Sinyar),"['Anton Surahmat', 'Rufi Rismayanti']",Scholix,"Surahmat, A., & Rismayanti, R. (2022). Strategi Komunikasi Pembangunan dalam Difusi Teknologi Pengolahan Limbah Air (Studi Kasus IPAL Dusun Giriharja dan Biotoilet SDN Babakan Sinyar). Jurnal Komunikasi Pembangunan, 20(02), 155â168. https://doi.org/10.46937/20202241222
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.3989/estgeogr.202193.093,journal-article,Cuando el periurbano cobra vida propia. La movilidad diaria y residencial como claves para caracterizar el área metropolitana de Santander,['Olga De Cos'],Scholix,"De Cos Guerra, O. (2021). Cuando el periurbano cobra vida propia. La movilidad diaria y residencial como claves para caracterizar el Ã¡rea metropolitana de Santander. Estudios GeogrÃ¡ficos, 82(291), e082. https://doi.org/10.3989/estgeogr.202193.093
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.22495/cbsrv3i2siart6,journal-article,Analyzing organizational factors in Greek tourism services,"['Dimitrios Belias', 'Ioannis Rossidis', 'Panagiotis Lazarakis', 'Christos Mantas', 'Angelos Ntalakos']",Scholix,"Belias, D., Rossidis, I., Lazarakis, P., Mantas, C., & Ntalakos, A. (2022). Analyzing organizational factors in Greek tourism services. Corporate and Business Strategy Review, 3(2, special issue), 248â261. Portico. https://doi.org/10.22495/cbsrv3i2siart6
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.15446/innovar.v32n84.99867,journal-article,ANÁLISE DAS VARIÁVEIS QUE CONDUZEM À IDENTIFICAÇÃO E À INCORPORAÇÃO DE CAPACIDADES DE INOVAÇÃO NAS EMPRESAS DO SETOR COLOMBIANO DE TIC,"['Jackeline Andrea Macias Urrego', 'Vanessa García Pineda']",Scholix,"GarcÃ­a Pineda, V., & MacÃ­as Urrego, J. A. (2021). Analysis of the Variables Leading to the Identification and Incorporation of Innovation Capabilities by Firms in the Colombian ICT Sector. Innovar, 32(84). https://doi.org/10.15446/innovar.v32n84.99867
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10251/182925,not a doi,Definition of a cartographic method for intervening in peri-urban heritage landscapes,"['Marina López Sánchez', 'Mercedes Linares Gómez del Pulgar', 'Antonio Tejedor Cabrera']",Scholix,not a doi
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.21303/2461-4262.2022.001983,journal-article,Experimental study of the effect of brake drum cooling grooves on motorcycle braking performance,"['Remon Lapisa', 'Donny Fernandez', 'Claudio Tarihoran', 'Milana Milana', 'Ahmad Arif', 'Purwantono Purwantono', 'Jasman Jasman']",Scholix,"Lapisa, R., Fernandez, D., Tarihoran, C., Milana, M., Arif, A., Purwantono, P., & Jasman, J. (2022). Experimental study of the effect of brake drum cooling grooves on motorcycle braking performance. EUREKA: Physics and Engineering, 3, 69â77. https://doi.org/10.21303/2461-4262.2022.001983
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.1007/s12110-022-09425-z,journal-article,Fertility Dynamics and Life History Tactics Vary by Socioeconomic Position in a Transitioning Cohort of Postreproductive Chilean Women,"['Pablo José Varas Enríquez', 'Luseadra McKerracher', 'Nicolás Montalva Rivera']",Scholix,"Varas EnrÃ­quez, P. J., McKerracher, L., & Montalva Rivera, N. (2022). Fertility Dynamics and Life History Tactics Vary by Socioeconomic Position in a Transitioning Cohort of Postreproductive Chilean Women. Human Nature, 33(2), 83â114. https://doi.org/10.1007/s12110-022-09425-z
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.31015/jaefs.2022.3.4,journal-article,Fatty acid and organic acid compositions of some Türkiye registered flax (Linum usitatissimum L.) varieties grown under alkaline soils,"['KOÇAK, Mehmet Zeki']",Scholix,"KOÃAK, M. Z. (2022). Fatty acid and organic acid compositions of some TÃ¼rkiye registered flax (Linum usitatissimum L.) varieties grown under alkaline soils. International Journal of Agriculture Environment and Food Sciences, 6(3), 358â369. https://doi.org/10.31015/jaefs.2022.3.4
"
Environmental Information Data Centre (EIDC),10.5285/cfdb346f-6cde-4fba-9044-96e202398435,UK Environmental Change Network (ECN) bat data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",IsRelatedTo,10.5285/2588ee91-6cbd-4888-86fc-81858d1bf085,dataset,UK Environmental Change Network (ECN) bat data: 1993-2015,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'Lundy, M.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.', 'Wood, C.']",Scholix,"Rennie, S., Adamson, J., Anderson, R., Andrews, C., Bater, J., Bayfield, N., Beaton, K., Beaumont, D., Benham, S., Bowmaker, V., Britt, C., Brooker, R., Brooks, D., Brunt, J., Common, G., Cooper, R., Corbett, S., Critchley, N., Dennis, P., … Wood, C. (2017). <i>UK Environmental Change Network (ECN) bat data: 1993-2015</i> [Data set]. NERC EDS Environmental Information Data Centre. https://doi.org/10.5285/2588EE91-6CBD-4888-86FC-81858D1BF085"
Polar Data Centre (PDC),10.5285/189823ed-6a14-4eba-87fb-38ba3e5e30fb,Thwaites Glacier geological map and associated geophysical information.,"['Jordan, Tom', 'Thompson, Sarah', 'Kulessa, Bernd', 'Ferraccioli, Fausto']",IsRelatedTo,10.5285/776612d1-573c-49c4-aff5-23b0fba48271,dataset,Processed line aeromagnetic data over the Thwaites glacier region (2018/19 season),"['Jordan, Tom', 'Robinson, Carl', 'Porter, David']",Scholix,"Jordan, T., Robinson, C., &amp; Porter, D. (2020). <i>Processed line aeromagnetic data over the Thwaites glacier region (2018/19 season)</i> (Version 1.0) [Data set]. UK Polar Data Centre, Natural Environment Research Council, UK Research &amp; Innovation. https://doi.org/10.5285/776612D1-573C-49C4-AFF5-23B0FBA48271"
Polar Data Centre (PDC),10.5285/189823ed-6a14-4eba-87fb-38ba3e5e30fb,Thwaites Glacier geological map and associated geophysical information.,"['Jordan, Tom', 'Thompson, Sarah', 'Kulessa, Bernd', 'Ferraccioli, Fausto']",IsRelatedTo,10.5285/7803de8b-8a74-466b-888e-e8c737bf21ce,dataset,"Gravity-derived bathymetry for the Thwaites, Crosson and Dotson ice shelves (2009-2019)","['Jordan, Tom', 'Porter, David', 'Tinto, Kirsty', 'Millan, Romain', 'Muto, Atsuhiro', 'Hogan, Kelly', 'Larter, Robert', 'Graham, Alastair', 'Paden, John', 'Robinson, Carl']",Scholix,"Jordan, T., Porter, D., Tinto, K., Millan, R., Muto, A., Hogan, K., Larter, R., Graham, A., Paden, J., &amp; Robinson, C. (2020). <i>Gravity-derived bathymetry for the Thwaites, Crosson and Dotson ice shelves (2009-2019)</i> (Version 1.0) [Data set]. UK Polar Data Centre, Natural Environment Research Council, UK Research &amp; Innovation. https://doi.org/10.5285/7803DE8B-8A74-466B-888E-E8C737BF21CE"
