relation_type_id,source_id,obj_id,subj_id,subj_work_type_id,dataset_Title,dataset_authors,dataset_date,dataset_date_Type,related_identifiers_list,DataCite_Citation_count,DataCite_Citations_list,dataset_publisher_processed,pub_Title,pub_authors,publisher
is-part-of,crossref,https://doi.org/10.5285/f4c34f4f0f1d4d0da06d771f6972f180,https://doi.org/10.5194/tc-12-2437-2018,journal-article,"ESA Sea Ice Climate Change Initiative (Sea_Ice_cci): Northern hemisphere sea ice thickness from the Envisat satellite on a monthly grid (L3C), v2.0","['Hendricks, Stefan', 'Paul, Stephan', 'Rinne, Eero']",2018-05-25,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/5e789087d4e847308a39b3fe5b26e281', 'relatedIdentifierType': 'URL'}]",4.0,"[{'id': '10.1038/s41467-022-29470-7', 'type': 'dois'}, {'id': '10.5194/tc-14-2189-2020', 'type': 'dois'}, {'id': '10.1175/jcli-d-21-0199.1', 'type': 'dois'}, {'id': '10.1017/jog.2020.110', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Empirical parametrization of Envisat freeboard retrieval of Arctic and Antarctic sea ice based on CryoSat-2: progress in the ESA Climate Change Initiative,"[['Stephan', 'Paul'], ['Stefan', 'Hendricks'], ['Robert', 'Ricker'], ['Stefan', 'Kern'], ['Eero', 'Rinne']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/ff79d140824f42dd92b204b4f1e9e7c2,https://doi.org/10.5194/tc-12-2437-2018,journal-article,"ESA Sea Ice Climate Change Initiative (Sea_Ice_cci): Northern hemisphere sea ice thickness from the CryoSat-2 satellite on a monthly grid (L3C), v2.0","['Hendricks, Stefan', 'Paul, Stephan', 'Rinne, Eero']",2018-05-25,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/5e789087d4e847308a39b3fe5b26e281', 'relatedIdentifierType': 'URL'}]",2.0,"[{'id': '10.5194/tc-14-2189-2020', 'type': 'dois'}, {'id': '10.1175/jcli-d-21-0199.1', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Empirical parametrization of Envisat freeboard retrieval of Arctic and Antarctic sea ice based on CryoSat-2: progress in the ESA Climate Change Initiative,"[['Stephan', 'Paul'], ['Stefan', 'Hendricks'], ['Robert', 'Ricker'], ['Stefan', 'Kern'], ['Eero', 'Rinne']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/5b6033bfb7f241e89132a83fdc3d5364,https://doi.org/10.5194/tc-12-2437-2018,journal-article,"ESA Sea Ice Climate Change Initiative (Sea_Ice_cci): Northern hemisphere sea ice thickness from CryoSat-2 on the satellite swath (L2P), v2.0","['Hendricks, Stefan', 'Paul, Stephan', 'Rinne, Eero']",2018-05-25,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/5e789087d4e847308a39b3fe5b26e281', 'relatedIdentifierType': 'URL'}]",1.0,"[{'id': '10.5194/tc-14-2189-2020', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Empirical parametrization of Envisat freeboard retrieval of Arctic and Antarctic sea ice based on CryoSat-2: progress in the ESA Climate Change Initiative,"[['Stephan', 'Paul'], ['Stefan', 'Hendricks'], ['Robert', 'Ricker'], ['Stefan', 'Kern'], ['Eero', 'Rinne']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/585b29ba4a054760ac4e53e7d95290b9,https://doi.org/10.5194/acp-21-7695-2021,journal-article,"SG-WEx: a collection of meteor radar observations, radiosondes and numerical modelling output over South Georgia","['Natural Environment Research Council', 'University of Bath', 'University of Leeds', 'British Antarctic Survey ', 'Mitchell, Nicholas J.', 'Ross, Andrew N.', 'Moffat-Griffin, Tracy', 'Gadian, Alan', 'Hindley, Neil P.', 'Hughes, John K.', 'Jackson, David R.', 'King, John C.', 'Moss, Andrew C.', 'Vosper, Simon B.', 'Wright, Corwin J.']",Info not given,Info not given,"[{'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/061fc7fd1ca940e7ad685daf146db08f', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/d1d6f63b4197452495b5d17a95977843', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/ca00a04014ad4426abc03e952f793dde', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/4edcd686e1e74e2f8e4cf108eb054cc8', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/9314b7b6417049beb18570632b435e5b', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/6cd2bd9bf3e143009a7df234e4a8f55c', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/6af300ef78e649e38719f1e1a53007f1', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}, {'schemeUri': None, 'schemeType': None, 'relationType': 'HasPart', 'relatedIdentifier': '10.5285/a945f294d03143d8b5197e65f8005915', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI', 'relatedMetadataScheme': None}]",0.0,[],Centre for Environmental Data Analysis (CEDA),Stratospheric gravity waves over the mountainous island of South Georgia: testing a high-resolution dynamical model with 3-D satellite observations and radiosondes,"[['Neil P.', 'Hindley'], ['Corwin J.', 'Wright'], ['Alan M.', 'Gadian'], ['Lars', 'Hoffmann'], ['John K.', 'Hughes'], ['David R.', 'Jackson'], ['John C.', 'King'], ['Nicholas J.', 'Mitchell'], ['Tracy', 'Moffat-Griffin'], ['Andrew C.', 'Moss'], ['Simon B.', 'Vosper'], ['Andrew N.', 'Ross']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/4fe11286-0e53-4a03-854c-a79a44d1e356,https://doi.org/10.5194/tc-14-17-2020,journal-article,"Timeseries from GPS units deployed on ice streams and the adjoining ice shelf across the Filchner-Ronne region, Antarctica, 2005-2016","['Gudmundsson, Hilmar', 'Fenney, Nathan', 'Rosier, Sebastian']",2005/2016,Collected,"[{'relationType': 'References', 'relatedIdentifier': '10.1007/978-3-540-85426-5_67', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsDerivedFrom', 'relatedIdentifier': 'http://www.bernese.unibe.ch/download50/', 'relatedIdentifierType': 'URL'}]",0.0,[],Polar Data Centre (PDC),Exploring mechanisms responsible for tidal modulation in flow of the Filchner–Ronne Ice Shelf,"[['Sebastian H. R.', 'Rosier'], ['G. Hilmar', 'Gudmundsson']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/8a975b9e-f18c-4c51-9bdb-b00b82da52b8,https://doi.org/10.5194/tc-14-2103-2020,journal-article,"Synthetic-aperture radar (SAR) processed airborne radio-echo sounding data from the Institute and Moller ice streams, West Antarctica, 2010-11","['Siergert, Martin', 'Corr, Hugh', 'Ross, Neil', 'Jordan, Tom', 'Robinson, Carl', 'Jeofry, Hafeez', 'Ferraccioli, Fausto', 'Bingham, Robert', 'Le Brocq, Anne', 'Rippin, David']",2017-08,Accepted,"[{'relationType': 'References', 'relatedIdentifier': 'http://nora.nerc.ac.uk/13578/', 'relatedIdentifierType': 'URL'}, {'relationType': 'References', 'relatedIdentifier': '10.1109/tgrs.2007.897433', 'relatedIdentifierType': 'DOI'}, {'relationType': 'References', 'relatedIdentifier': '10.1038/ngeo1468', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsSupplementedBy', 'relatedIdentifier': 'https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00874', 'relatedIdentifierType': 'URL'}]",3.0,"[{'id': '10.5285/f32b298b-7906-4360-9e34-16739af73bb7', 'type': 'dois'}, {'id': '10.5194/essd-10-711-2018', 'type': 'dois'}]",Polar Data Centre (PDC),Large-scale englacial folding and deep-ice stratigraphy within the West Antarctic Ice Sheet,"[['Neil', 'Ross'], ['Hugh', 'Corr'], ['Martin', 'Siegert']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/D0E1585D-3417-485F-87AE-4FCECF10A992,https://doi.org/10.5194/bg-17-1293-2020,journal-article,CRU TS3.21: Climatic Research Unit (CRU) Time-Series (TS) Version 3.21 of High Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901 - Dec. 2012),"['Harris, Ian']",2013,Issued,[],5.0,"[{'id': '10.1007/s00382-014-2341-z', 'type': 'dois'}, {'id': '10.1007/s10584-016-1634-0', 'type': 'dois'}, {'id': '10.5194/essdd-6-689-2013', 'type': 'dois'}, {'id': '10.1007/s00704-018-2730-z', 'type': 'dois'}, {'id': '10.1007/s00703-023-00990-1', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Leveraging the signature of heterotrophic respiration on atmospheric CO&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; for model benchmarking,"[['Samantha J.', 'Basile'], ['Xin', 'Lin'], ['William R.', 'Wieder'], ['Melannie D.', 'Hartman'], ['Gretchen', 'Keppel-Aleks']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/b43ce022c8f94f79b5c3b3ede7aad975,https://doi.org/10.5194/hess-22-3983-2018,journal-article,DEMON: Simulation output from ensemble assimilation of Synthetic Aperture Radar (SAR) water level observations into the Lisflood-FP flood forecast model,"['García-Pintado, Javier']",2018-06-28,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),Technical note: Assessment of observation quality  for data assimilation in flood models,"[['Joanne A.', 'Waller'], ['Javier', 'García-Pintado'], ['David C.', 'Mason'], ['Sarah L.', 'Dance'], ['Nancy K.', 'Nichols']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/1d70803fab8f46ba983b730ede52421f,https://doi.org/10.5194/acp-20-10687-2020,journal-article,"Gridded daily Agricultural Burning Emission Inventory of Eastern China, 2012 - 2015, V0.0","['Zhang, Tianran', 'De Jong, Mark', 'Wooster, Martin', 'Xu, Weidong']",2020-08-26,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),Trends in eastern China agricultural fire emissions derived from a combination of geostationary (Himawari) and polar (VIIRS) orbiter fire radiative power products,"[['Tianran', 'Zhang'], ['Mark C.', 'de Jong'], ['Martin J.', 'Wooster'], ['Weidong', 'Xu'], ['Lili', 'Wang']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/5f5bad08-c968-4840-8bb0-1388ce70d42e,https://doi.org/10.5194/tc-12-3635-2018,journal-article,"Simulated retreat of the Minch Ice Stream, northwest Scotland, during the last glacial cycle","['Gandy, Niall']",2018-09-14,Accepted,"[{'relationType': 'IsDocumentedBy', 'relatedIdentifier': '10.5194/tc-2018-116', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsCitedBy', 'relatedIdentifier': '1994-0440', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'ISSN'}, {'relationType': 'IsCompiledBy', 'relatedIdentifier': 'https://commons.lbl.gov/display/bisicles/BISICLES', 'resourceTypeGeneral': 'Model', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsCompiledBy', 'relatedIdentifier': 'https://commons.lbl.gov/display/bisicles/BISICLES', 'resourceTypeGeneral': 'Software', 'relatedIdentifierType': 'URL'}]",0.0,[],Polar Data Centre (PDC),"Marine ice sheet instability and ice shelf buttressing of the Minch Ice Stream, northwest Scotland","[['Niall', 'Gandy'], ['Lauren J.', 'Gregoire'], ['Jeremy C.', 'Ely'], ['Christopher D.', 'Clark'], ['David M.', 'Hodgson'], ['Victoria', 'Lee'], ['Tom', 'Bradwell'], ['Ruza F.', 'Ivanovic']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/58a8802721c94c66ae45c3baa4d814d0,https://doi.org/10.5194/gmd-14-3215-2021,journal-article,CRU TS4.01: Climatic Research Unit (CRU) Time-Series (TS) version 4.01 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2016),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",2017-09-22,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/3f8944800cc48e1cbc29a5ee12d8542d', 'relatedIdentifierType': 'URL'}]",16.0,"[{'id': '10.1007/s00382-021-05992-6', 'type': 'dois'}, {'id': '10.1002/joc.7621', 'type': 'dois'}, {'id': '10.3390/rs14133151', 'type': 'dois'}, {'id': '10.1021/acs.est.2c01274', 'type': 'dois'}, {'id': '10.1029/2018jd028378', 'type': 'dois'}, {'id': '10.1016/j.jhydrol.2019.01.044', 'type': 'dois'}, {'id': '10.1016/j.watres.2020.116276', 'type': 'dois'}, {'id': '10.1038/s41612-020-0129-x', 'type': 'dois'}, {'id': '10.1002/ecs2.3315', 'type': 'dois'}, {'id': '10.1038/s41893-019-0220-7', 'type': 'dois'}, {'id': '10.5194/gmd-14-2977-2021', 'type': 'dois'}, {'id': '10.1007/s00376-021-0348-z', 'type': 'dois'}, {'id': '10.1002/joc.7146', 'type': 'dois'}, {'id': '10.1029/2018jd029945', 'type': 'dois'}, {'id': '10.1111/gcbb.12671', 'type': 'dois'}, {'id': '10.1029/2019jd030332', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Limitations of WRF land surface models for simulating land use and land cover change in Sub-Saharan Africa and development of an improved model (CLM-AF v. 1.0),"[['Timothy', 'Glotfelty'], ['Diana', 'Ramírez-Mejía'], ['Jared', 'Bowden'], ['Adrian', 'Ghilardi'], ['J. Jason', 'West']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/58a8802721c94c66ae45c3baa4d814d0,https://doi.org/10.5194/cp-17-1119-2021,journal-article,CRU TS4.01: Climatic Research Unit (CRU) Time-Series (TS) version 4.01 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2016),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",2017-09-22,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/3f8944800cc48e1cbc29a5ee12d8542d', 'relatedIdentifierType': 'URL'}]",16.0,"[{'id': '10.1007/s00382-021-05992-6', 'type': 'dois'}, {'id': '10.1002/joc.7621', 'type': 'dois'}, {'id': '10.3390/rs14133151', 'type': 'dois'}, {'id': '10.1021/acs.est.2c01274', 'type': 'dois'}, {'id': '10.1029/2018jd028378', 'type': 'dois'}, {'id': '10.1016/j.jhydrol.2019.01.044', 'type': 'dois'}, {'id': '10.1016/j.watres.2020.116276', 'type': 'dois'}, {'id': '10.1038/s41612-020-0129-x', 'type': 'dois'}, {'id': '10.1002/ecs2.3315', 'type': 'dois'}, {'id': '10.1038/s41893-019-0220-7', 'type': 'dois'}, {'id': '10.5194/gmd-14-2977-2021', 'type': 'dois'}, {'id': '10.1007/s00376-021-0348-z', 'type': 'dois'}, {'id': '10.1002/joc.7146', 'type': 'dois'}, {'id': '10.1029/2018jd029945', 'type': 'dois'}, {'id': '10.1111/gcbb.12671', 'type': 'dois'}, {'id': '10.1029/2019jd030332', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),A data–model approach to interpreting speleothem oxygen isotope records from monsoon regions,"[['Sarah E.', 'Parker'], ['Sandy P.', 'Harrison'], ['Laia', 'Comas-Bru'], ['Nikita', 'Kaushal'], ['Allegra N.', 'LeGrande'], ['Martin', 'Werner']]",Copernicus GmbH
references,crossref,https://doi.org/10.5285/0ec7e549-57d4-4e2d-b2d3-2199e1578d84,https://doi.org/10.1038/s41597-019-0269-1,journal-article,"Annual estimates of occupancy for bryophytes, lichens and invertebrates in the UK (1970-2015)","['Outhwaite, C.L.', 'Powney, G.D.', 'August, T.A.', 'Chandler, R.E.', 'Rorke, S.', 'Pescott, O.', 'Harvey, M.', 'Roy, H.E.', 'Fox, R.', 'Walker, K.', 'Roy, D.B.', 'Alexander, K.', 'Ball, S.', 'Bantock, T.', 'Barber, T.', 'Beckmann, B.C.', 'Cook, T.', 'Flanagan, J.', 'Fowles, A.', 'Hammond, P.', 'Harvey, P.', 'Hepper, D.', 'Hubble, D.', 'Kramer, J.', 'Lee, P.', 'MacAdam, C.', 'Morris, R.', 'Norris, A.', 'Palmer, S.', 'Plant, C.', 'Simkin, J.', 'Stubbs, A.', 'Sutton, P.', 'Telfer, M.', 'Wallace, I.', 'Isaac, N.J.B.']",2019-03-01,Submitted,"[{'relationType': 'IsDescribedBy', 'relatedIdentifier': 'https://data-package.ceh.ac.uk/sd/0ec7e549-57d4-4e2d-b2d3-2199e1578d84.zip', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1038/s41597-019-0269-1', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1038/s41559-020-1111-z', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1101/813626', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1007/s13253-020-00410-6', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.3897/biss.5.75156', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}]",5.0,"[{'id': '10.1038/s41559-020-1111-z', 'type': 'dois'}, {'id': '10.1038/s41559-020-1111-z', 'type': 'dois'}, {'id': '10.1101/813626', 'type': 'dois'}, {'id': '10.1007/s13253-020-00410-6', 'type': 'dois'}, {'id': '10.3897/biss.5.75156', 'type': 'dois'}]",Environmental Information Data Centre (EIDC),"Annual estimates of occupancy for bryophytes, lichens and invertebrates in the UK, 1970–2015","[['Charlotte L.', 'Outhwaite'], ['Gary D.', 'Powney'], ['Tom A.', 'August'], ['Richard E.', 'Chandler'], ['Stephanie', 'Rorke'], ['Oliver L.', 'Pescott'], ['Martin', 'Harvey'], ['Helen E.', 'Roy'], ['Richard', 'Fox'], ['David B.', 'Roy'], ['Keith', 'Alexander'], ['Stuart', 'Ball'], ['Tristan', 'Bantock'], ['Tony', 'Barber'], ['Björn C.', 'Beckmann'], ['Tony', 'Cook'], ['Jim', 'Flanagan'], ['Adrian', 'Fowles'], ['Peter', 'Hammond'], ['Peter', 'Harvey'], ['David', 'Hepper'], ['Dave', 'Hubble'], ['John', 'Kramer'], ['Paul', 'Lee'], ['Craig', 'MacAdam'], ['Roger', 'Morris'], ['Adrian', 'Norris'], ['Stephen', 'Palmer'], ['Colin W.', 'Plant'], ['Janet', 'Simkin'], ['Alan', 'Stubbs'], ['Peter', 'Sutton'], ['Mark', 'Telfer'], ['Ian', 'Wallace'], ['Nick J. B.', 'Isaac']]",Springer Science and Business Media LLC
is-part-of,crossref,https://doi.org/10.5285/bbdfd09a04304158b366777eba0d2aeb,https://doi.org/10.5194/essd-12-753-2020,journal-article,High resolution Standardized Precipitation Evapotranspiration Index (SPEI) dataset for Africa,"['Peng, Jian', 'Dadson, Simon', 'Hirpa, Feyera', 'Dyer, Ellen', 'Lees, Thomas', 'Miralles, Diego G', 'Vicente-Serrano, Sergio M. Vicente-Serrano', 'Funk, Chris']",2019-08-05,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),A pan-African high-resolution drought index dataset,"[['Jian', 'Peng'], ['Simon', 'Dadson'], ['Feyera', 'Hirpa'], ['Ellen', 'Dyer'], ['Thomas', 'Lees'], ['Diego G.', 'Miralles'], ['Sergio M.', 'Vicente-Serrano'], ['Chris', 'Funk']]",Copernicus GmbH
is-part-of,crossref,https://doi.org/10.5285/edf8febfdaad48abb2cbaf7d7e846a86,https://doi.org/10.5194/gmd-10-4105-2017,journal-article,CRU TS4.00: Climatic Research Unit (CRU) Time-Series (TS) version 4.00 of high resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2015),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",2017-04-07,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/3f8944800cc48e1cbc29a5ee12d8542d', 'relatedIdentifierType': 'URL'}]",4.0,"[{'id': '10.5194/hess-26-711-2022', 'type': 'dois'}, {'id': '10.5194/gmd-15-3121-2022', 'type': 'dois'}, {'id': '10.1007/s00382-019-04804-2', 'type': 'dois'}, {'id': '10.1002/2017wr021970', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),A prognostic pollen emissions model for climate models (PECM1.0),"[['Matthew C.', 'Wozniak'], ['Allison L.', 'Steiner']]",Copernicus GmbH
references,crossref,https://doi.org/10.5285/35A7EE81A50C4B95AB59F9BD128F9B63,https://doi.org/10.1007/978-981-19-5566-2_5,book-chapter,Summary for Policymakers of the Working Group I Contribution to the IPCC Sixth Assessment Report - data for Figure SPM.9 (v20210809),"['Coppola, Erika', 'Jones, Richard', 'Sörensson, Anna A.', 'Pinto, Izidine']",2021-08-09,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'https://catalogue.ceda.ac.uk/uuid/ae4f1eb6fce24adcb92ddca1a7838a5c', 'relatedIdentifierType': 'URL'}]",0.0,[],Centre for Environmental Data Analysis (CEDA),Disaster Risk Management Knowledge Centre: A Collaborative Approach to Foster Resilience,"[['Christina', 'Corbane'], ['Montserrat Marin', 'Ferrer'], ['Elisabeth', 'Krausmann'], ['Ainara', 'Casajus Valles'], ['Karmen', 'Poljansek'], ['Charalambos', 'Moussas'], ['Tiberiu-Eugen', 'Antofie'], ['Marzia', 'Santini']]",Springer Nature Singapore
references,crossref,https://doi.org/10.5285/6448e7c92d4e48188533432f6b26fe22,https://doi.org/10.1002/essoar.10502078.2,posted-content,Global predicted sea-surface iodide concentrations v0.0.1,"['Sherwen, Tomas', 'Chance, Rosie J.', 'Tinel, Liselotte', 'Ellis, Daniel', 'Evans, Mat J.', 'Carpenter, Lucy J.']",2019-04-30,Updated,[],1.0,"[{'id': '10.1002/essoar.10502078.1', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),A Global Model for Iodine Speciation in the Upper Ocean,"[['Helmke', 'Hepach'], ['Martin Robert', 'Wadley'], ['David P.', 'Stevens'], ['Tim', 'Jickells'], ['Claire', 'Hughes'], ['Rosie', 'Chance'], ['Liselotte', 'Tinel'], ['Lucy J.', 'Carpenter']]",Wiley
references,crossref,https://doi.org/10.5285/3458e0b9-5002-4ddb-bcb3-1c7fb08fb70b,https://doi.org/10.1002/eco.2503,journal-article,"Peat characteristic data from Blanket Peatland in the Flow Country, Caithness and Sutherland, 2018","['Avercamp, J.', 'Marshall, C.', 'Sterk, H.P.', 'Gilbert, P.', 'Andersen, R.', 'Marsh, S.', 'Large, D.J.']",2021-09-27,Submitted,"[{'relationType': 'IsDescribedBy', 'relatedIdentifier': 'https://data-package.ceh.ac.uk/sd/3458e0b9-5002-4ddb-bcb3-1c7fb08fb70b.zip', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1002/eco.2503', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.3390/rs14020336', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}]",2.0,"[{'id': '10.1002/eco.2503', 'type': 'dois'}, {'id': '10.3390/rs14020336', 'type': 'dois'}]",Environmental Information Data Centre (EIDC),Blanket bog CO<sub>2</sub> flux driven by plant functional type during summer drought,"[['Henk Pieter', 'Sterk'], ['Chris', 'Marshall'], ['Neil R.', 'Cowie'], ['Ben', 'Clutterbuck'], ['Jason', 'McIlvenny'], ['Roxane', 'Andersen']]",Wiley
references,crossref,https://doi.org/10.5285/6448e7c92d4e48188533432f6b26fe22,https://doi.org/10.1002/essoar.10502078.1,posted-content,Global predicted sea-surface iodide concentrations v0.0.1,"['Sherwen, Tomas', 'Chance, Rosie J.', 'Tinel, Liselotte', 'Ellis, Daniel', 'Evans, Mat J.', 'Carpenter, Lucy J.']",2019-04-30,Updated,[],1.0,"[{'id': '10.1002/essoar.10502078.1', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Modelling iodine in the ocean,"[['Martin Robert', 'Wadley'], ['David P.', 'Stevens'], ['Tim', 'Jickells'], ['Claire', 'Hughes'], ['Rosie', 'Chance'], ['Helmke', 'Hepach'], ['Lucy J.', 'Carpenter']]",Wiley
references,crossref,https://doi.org/10.5285/10d3e3640f004c578403419aac167d82,https://doi.org/10.1175/jcli-d-21-0889.1,journal-article,CRU TS4.03: Climatic Research Unit (CRU) Time-Series (TS) version 4.03 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2018),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",2019-06-05,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'https://catalogue.ceda.ac.uk/uuid/3587430e588b491e8a795664466a27d1', 'relatedIdentifierType': 'URL'}]",11.0,"[{'id': '10.1038/s41597-020-0453-3', 'type': 'dois'}, {'id': '10.1002/joc.7572', 'type': 'dois'}, {'id': '10.5194/bg-19-1515-2022', 'type': 'dois'}, {'id': '10.1007/978-981-16-0680-9_13', 'type': 'dois'}, {'id': '10.1029/2021jd036369', 'type': 'dois'}, {'id': '10.1007/s00477-022-02244-9', 'type': 'dois'}, {'id': '10.1029/2022jd037160', 'type': 'dois'}, {'id': '10.1175/jcli-d-21-0889.1', 'type': 'dois'}, {'id': '10.1098/rspb.2020.2725', 'type': 'dois'}, {'id': '10.1029/2022jd038233', 'type': 'dois'}, {'id': '10.1016/j.rsma.2023.103240', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),"Compound Heat Wave, Drought, and Dust Events in California","[['Bing', 'Pu'], ['Qinjian', 'Jin'], ['Paul', 'Ginoux'], ['Yan', 'Yu']]",American Meteorological Society
